name,symbol,Date,closingprice
Home Bancorp,HBCP,4/30/2021 0:00,37.94
Hancock Whitney,HWC,4/30/2021 0:00,46.24
Harvard Bioscience,HBIO,4/30/2021 0:00,6.93
Horizon Bancorp,HBNC,4/30/2021 0:00,18.34
Heritage-Crystal Clean,HCCI,4/30/2021 0:00,28.72
The Hackett,HCKT,4/30/2021 0:00,16.63
Healthcare Services,HCSG,4/30/2021 0:00,29.95
Hudson,HDSN,4/30/2021 0:00,2.06
H&E Equipment,HEES,4/30/2021 0:00,38.9
Helen of Troy Ltd,HELE,4/30/2021 0:00,211.21
Heritage Financial Co,HFWA,4/30/2021 0:00,28.1
China HGS RE,HGSH,4/30/2021 0:00,2.33
Hudson Global Inc,HSON,4/30/2021 0:00,17.75
Hibbett Sports,HIBB,4/30/2021 0:00,79.45
Hingham Institution,HIFS,4/30/2021 0:00,304.14
Highways,HIHO,4/30/2021 0:00,3.37
Himax,HIMX,4/30/2021 0:00,13.12
Harmonic,HLIT,4/30/2021 0:00,7.82
HMN Financial,HMNF,4/30/2021 0:00,20.5
Hallador,HNRG,4/30/2021 0:00,2.07
Hooker Furniture,HOFT,4/30/2021 0:00,37.51
Hollysys Automation Tech,HOLI,4/30/2021 0:00,13.56
Home BancShares,HOMB,4/30/2021 0:00,27.83
Horizon Finance,HRZN,4/30/2021 0:00,16.54
Heidrick&Struggles,HSII,4/30/2021 0:00,42.3
Heska,HSKA,4/30/2021 0:00,182.65
HealthStream,HSTM,4/30/2021 0:00,24.16
Remark,MARK,4/30/2021 0:00,2.33
Heritage Commerce,HTBK,4/30/2021 0:00,12.07
Huazhu,HTHT,4/30/2021 0:00,58.96
Heartland Express,HTLD,4/30/2021 0:00,18.59
Heartland Financial,HTLF,4/30/2021 0:00,50.27
Hub Group,HUBG,4/30/2021 0:00,65.72
Hurco,HURC,4/30/2021 0:00,34.35
Huron,HURN,4/30/2021 0:00,56.26
Tivity Health,TVTY,4/30/2021 0:00,24.18
Hawthorn Bancshares,HWBK,4/30/2021 0:00,21.54
Houston Wire&Cable,HWCC,4/30/2021 0:00,5.25
Hawkins,HWKN,4/30/2021 0:00,33.35
Horizon Pharma,HZNP,4/30/2021 0:00,94.62
Integra,IART,4/30/2021 0:00,74.08
Independent Bank Corp,IBCP,4/30/2021 0:00,23.56
Interactive Brokers,IBKR,4/30/2021 0:00,71.52
International Bancshares,IBOC,4/30/2021 0:00,47.39
icad,ICAD,4/30/2021 0:00,18.04
ImmuCell,ICCC,4/30/2021 0:00,10.95
ICF International,ICFI,4/30/2021 0:00,91.06
ICON PLC,ICLR,4/30/2021 0:00,216.95
ICU Medical,ICUI,4/30/2021 0:00,208.27
InterDigital,IDCC,4/30/2021 0:00,69.42
Idera Pharma,IDRA,4/30/2021 0:00,1.18
ID Systems,PWFL,4/30/2021 0:00,7.56
Icahn Enterprises,IEP,4/30/2021 0:00,57.96
IES Holdings,IESC,4/30/2021 0:00,52.79
Interface,TILE,4/30/2021 0:00,12.84
Internet Gold,IGLD,4/30/2021 0:00,10
Information Services,III,4/30/2021 0:00,4.55
Insteel Industries,IIIN,4/30/2021 0:00,38.13
IntriCon,IIN,4/30/2021 0:00,23.13
II-VI,IIVI,4/30/2021 0:00,67.14
Ikonics,IKNX,4/30/2021 0:00,9.83
ImmunoGen,IMGN,4/30/2021 0:00,8.06
Ingles,IMKTA,4/30/2021 0:00,61.29
Immersion Corp,IMMR,4/30/2021 0:00,8.57
ChipMOS Tech,IMOS,4/30/2021 0:00,34.05
Independent Bank,INDB,4/30/2021 0:00,81.9
Infinity,INFI,4/30/2021 0:00,3.33
Infinera,INFN,4/30/2021 0:00,9.22
Innodata,INOD,4/30/2021 0:00,6.27
Insmed,INSM,4/30/2021 0:00,33.73
The Intergroup,INTG,4/30/2021 0:00,36
INTL FCStone,INTL,4/30/2021 0:00,63.52
Identive,INVE,4/30/2021 0:00,15.95
Innospec,IOSP,4/30/2021 0:00,97.41
Inter Parfums,IPAR,4/30/2021 0:00,73.6
iRobot,IRBT,4/30/2021 0:00,108.8
Iridium,IRDM,4/30/2021 0:00,37.99
IRIDEX,IRIX,4/30/2021 0:00,8.6
IF Bancorp,IROQ,4/30/2021 0:00,22.16
Ironwood,IRWD,4/30/2021 0:00,11.04
Investors Bancorp,ISBC,4/30/2021 0:00,14.64
Insignia,ISIG,4/30/2021 0:00,6.3
Image Sensing,ISNS,4/30/2021 0:00,6.52
Innovative Solutions,ISSC,4/30/2021 0:00,6.16
Investors Title,ITIC,4/30/2021 0:00,176.43
Ituran,ITRN,4/30/2021 0:00,21.85
Intevac,IVAC,4/30/2021 0:00,6.41
Jack In The Box,JACK,4/30/2021 0:00,120.65
JAKKS Pacific,JAKK,4/30/2021 0:00,9.39
Jazz Pharma,JAZZ,4/30/2021 0:00,164.4
John B Sanfilippo&Son,JBSS,4/30/2021 0:00,87.9
j2 Global,JCOM,4/30/2021 0:00,121
Communications Systems,JCS,4/30/2021 0:00,6.5
J & J Snack Foods,JJSF,4/30/2021 0:00,164.61
Jack Henry&Associates,JKHY,4/30/2021 0:00,162.83
51job,JOBS,4/30/2021 0:00,61.55
Johnson Outdoors,JOUT,4/30/2021 0:00,141.81
China Finance,JRJC,4/30/2021 0:00,10.45
Coffee Holding,JVA,4/30/2021 0:00,4.61
Kaiser,KALU,4/30/2021 0:00,120.47
Kimball,KBAL,4/30/2021 0:00,14.58
Kelly Services A,KELYA,4/30/2021 0:00,25.05
Kelly Services B,KELYB,4/30/2021 0:00,25.21
Kewaunee,KEQU,4/30/2021 0:00,12
Kentucky First Federal,KFFB,4/30/2021 0:00,6.9
Simply Good Foods,SMPL,4/30/2021 0:00,34.55
Kforce,KFRC,4/30/2021 0:00,56.04
Kingold,KGJI,4/30/2021 0:00,0.175
Kingstone,KINS,4/30/2021 0:00,8.38
Kirklands,KIRK,4/30/2021 0:00,29.6
Kulicke&Soffa,KLIC,4/30/2021 0:00,56.85
Kandi,KNDI,4/30/2021 0:00,5.76
Luokung Tech,LKCO,4/30/2021 0:00,1.38
Cesca Therapeutics,THMO,4/30/2021 0:00,2.81
Kopin,KOPN,4/30/2021 0:00,8.22
Koss,KOSS,4/30/2021 0:00,18.7
Kearny Financial,KRNY,4/30/2021 0:00,12.78
Key Tronic,KTCC,4/30/2021 0:00,6.96
Kratos Defense&Security,KTOS,4/30/2021 0:00,26.74
KVH Industries,KVHI,4/30/2021 0:00,13.39
Golden Entertainment,GDEN,4/30/2021 0:00,34.47
Lakeland Industries,LAKE,4/30/2021 0:00,28.21
Lancaster Colony,LANC,4/30/2021 0:00,184.71
Landmark,LARK,4/30/2021 0:00,24.05
Lawson,LAWS,4/30/2021 0:00,52.43
Lakeland Bancorp,LBAI,4/30/2021 0:00,18.13
Liquid Media,YVR,4/30/2021 0:00,2.46
LCNB,LCNB,4/30/2021 0:00,18.12
Lifetime Brands,LCUT,4/30/2021 0:00,14.5
SemiLEDS,LEDS,4/30/2021 0:00,3.63
Littelfuse,LFUS,4/30/2021 0:00,265.24
Ligand,LGND,4/30/2021 0:00,145.89
LHC Group,LHCG,4/30/2021 0:00,208.27
Lincoln Educational,LINC,4/30/2021 0:00,6.42
Qurate Retail B,QRTEB,4/30/2021 0:00,12.2
Live Ventures,LIVE,4/30/2021 0:00,31.03
Lakeland Financial,LKFN,4/30/2021 0:00,65.23
Limelight,LLNW,4/30/2021 0:00,3.13
Liberty Media Formula A,FWONA,4/30/2021 0:00,41.42
Limoneira,LMNR,4/30/2021 0:00,18.06
Luminex,LMNX,4/30/2021 0:00,36.69
Landec,LNDC,4/30/2021 0:00,11.32
Manhattan Bridge,LOAN,4/30/2021 0:00,6.29
Loop Industries,LOOP,4/30/2021 0:00,8.62
Grand Canyon Education,LOPE,4/30/2021 0:00,108.29
Loral Space,LORL,4/30/2021 0:00,40.13
LPL Financial,LPLA,4/30/2021 0:00,156.7
LivePerson,LPSN,4/30/2021 0:00,54.65
LightPath,LPTH,4/30/2021 0:00,2.6
Liquidity Services,LQDT,4/30/2021 0:00,17.93
Genasys Inc,GNSS,4/30/2021 0:00,6.25
Lake Shore Bancorp,LSBK,4/30/2021 0:00,15.3
Lattice,LSCC,4/30/2021 0:00,50.31
Landstar,LSTR,4/30/2021 0:00,172.28
Lightbridge,LTBR,4/30/2021 0:00,5.09
Lantronix,LTRX,4/30/2021 0:00,5.46
Luna,LUNA,4/30/2021 0:00,11.34
Lifeway,LWAY,4/30/2021 0:00,4.98
Lexicon,LXRX,4/30/2021 0:00,4.86
LSI Industries,LYTS,4/30/2021 0:00,8.22
Magal,MAGS,4/30/2021 0:00,4.65
Manhattan Associates,MANH,4/30/2021 0:00,137.24
Marine Petroleum,MARPS,4/30/2021 0:00,3.9
Masimo,MASI,4/30/2021 0:00,232.67
Matthews,MATW,4/30/2021 0:00,41.38
Mercantile,MBWM,4/30/2021 0:00,32.28
Macatawa Bank,MCBC,4/30/2021 0:00,9.57
Marchex,MCHX,4/30/2021 0:00,2.9
Monarch,MCRI,4/30/2021 0:00,75.41
MDC,MDCA,4/30/2021 0:00,4.46
Sotherly Hotels,SOHO,4/30/2021 0:00,3.11
STRATA Skin Sciences,SSKN,4/30/2021 0:00,1.65
Methanex,MEOH,4/30/2021 0:00,36.56
Mercer Int,MERC,4/30/2021 0:00,16.49
Mackinac,MFNC,4/30/2021 0:00,21.7
Perma-Pipe Int,PPIH,4/30/2021 0:00,6.48
MGE Energy,MGEE,4/30/2021 0:00,74.81
Magic,MGIC,4/30/2021 0:00,16.39
Magellan Health,MGLN,4/30/2021 0:00,94.2
MGP Ingredients,MGPI,4/30/2021 0:00,60.1
McGrath,MGRC,4/30/2021 0:00,81.98
Maiden Holdings,MHLD,4/30/2021 0:00,3.72
Mitcham,MIND,4/30/2021 0:00,2.32
Mitek,MITK,4/30/2021 0:00,16.21
MKS Instruments,MKSI,4/30/2021 0:00,179.11
MarketAxesss,MKTX,4/30/2021 0:00,488.46
Mesa Labs,MLAB,4/30/2021 0:00,248.65
Herman Miller,MLHR,4/30/2021 0:00,41.5
Steel Connect,STCN,4/30/2021 0:00,1.96
Malvern,MLVF,4/30/2021 0:00,18.23
Martin Midstream,MMLP,4/30/2021 0:00,2.12
Merit,MMSI,4/30/2021 0:00,63.6
MakeMyTrip,MMYT,4/30/2021 0:00,27.42
MIND CTI,MNDO,4/30/2021 0:00,2.98
MannKind,MNKD,4/30/2021 0:00,4.57
MediciNova,MNOV,4/30/2021 0:00,4.39
Monro Muffler Brake,MNRO,4/30/2021 0:00,70.59
Manitex,MNTX,4/30/2021 0:00,7.25
MidWestOne,MOFG,4/30/2021 0:00,31.56
Morningstar,MORN,4/30/2021 0:00,265.01
MoSys,MOSY,4/30/2021 0:00,3.8
Matlin & Partners,USWS,4/30/2021 0:00,0.822
Mid Penn,MPB,4/30/2021 0:00,26.99
Tellurian,TELL,4/30/2021 0:00,2.21
Monolithic,MPWR,4/30/2021 0:00,361.38
Mercury,MRCY,4/30/2021 0:00,75.24
Marlin Business,MRLN,4/30/2021 0:00,22.55
Marten Transport,MRTN,4/30/2021 0:00,16.72
Middlesex Water,MSEX,4/30/2021 0:00,82.02
MISONIX,MSON,4/30/2021 0:00,18.57
MicroStrategy,MSTR,4/30/2021 0:00,657.16
Mannatech,MTEX,4/30/2021 0:00,19.46
Matrix,MTRX,4/30/2021 0:00,13.21
MER,MTSL,4/30/2021 0:00,2.9
Microvision,MVIS,4/30/2021 0:00,15.25
Myriad Genetics,MYGN,4/30/2021 0:00,30.22
MYR Group,MYRG,4/30/2021 0:00,77.9
Vaxart,VXRT,4/30/2021 0:00,10.78
Natural Alternatives,NAII,4/30/2021 0:00,15
Nathans Famous,NATH,4/30/2021 0:00,63.43
National Instruments,NATI,4/30/2021 0:00,41.41
Natures Sunshine,NATR,4/30/2021 0:00,20.81
Neurocrine,NBIX,4/30/2021 0:00,94.49
Northeast Bancorp,NBN,4/30/2021 0:00,28.17
NBT Bancorp,NBTB,4/30/2021 0:00,37.89
Select Bancorp,SLCT,4/30/2021 0:00,11.79
National CineMedia,NCMI,4/30/2021 0:00,4.27
The9 ADR,NCTY,4/30/2021 0:00,22.98
Nordson,NDSN,4/30/2021 0:00,211.41
Neogen,NEOG,4/30/2021 0:00,96.01
Neptune Wellness Solutions,NEPT,4/30/2021 0:00,1.32
Newtek,NEWT,4/30/2021 0:00,27.88
Northfield Bancorp,NFBK,4/30/2021 0:00,16.18
NF Energy,BIMI,4/30/2021 0:00,1.49
Nice ADR,NICE,4/30/2021 0:00,241.23
Nicholas Financial,NICK,4/30/2021 0:00,10.41
National Bankshares,NKSH,4/30/2021 0:00,35.89
Nektar,NKTR,4/30/2021 0:00,19.61
NewLink,NLNK,4/30/2021 0:00,12.38
NN Inc,NNBR,4/30/2021 0:00,7.3
Northrim,NRIM,4/30/2021 0:00,42.65
National Security,NSEC,4/30/2021 0:00,11.98
Insight Enterprises,NSIT,4/30/2021 0:00,100.37
NAPCO,NSSC,4/30/2021 0:00,33.31
Nortech,NSYS,4/30/2021 0:00,6.05
NetScout,NTCT,4/30/2021 0:00,26.19
NETGEAR,NTGR,4/30/2021 0:00,37.21
Northern Technologies,NTIC,4/30/2021 0:00,15.55
NetSol,NTWK,4/30/2021 0:00,4.35
NeuroMetrix,NURO,4/30/2021 0:00,3
NuVasive,NUVA,4/30/2021 0:00,71.45
Novavax,NVAX,4/30/2021 0:00,236.93
NVE Corporation,NVEC,4/30/2021 0:00,76.53
Kazia Therapeutics ADR,KZIA,4/30/2021 0:00,10.74
Nova,NVMI,4/30/2021 0:00,94.37
Inseego,INSG,4/30/2021 0:00,8.88
Northwest Bancshares,NWBI,4/30/2021 0:00,14.04
Norwood,NWFL,4/30/2021 0:00,25.49
National Western Life Insurance,NWLI,4/30/2021 0:00,229.3
Northwest Pipe,NWPX,4/30/2021 0:00,33.27
Nexstar,NXST,4/30/2021 0:00,147.41
New York Mortgage,NYMT,4/30/2021 0:00,4.59
Nymox Pharmaceutical,NYMX,4/30/2021 0:00,1.99
Ocean Bio-Chem,OBCI,4/30/2021 0:00,13.36
Optical Cable,OCC,4/30/2021 0:00,3.4
OceanFirst,OCFC,4/30/2021 0:00,22.86
Sonoma Pharma,SNOA,4/30/2021 0:00,7.75
Oconee,OFED,4/30/2021 0:00,23.48
Orthofix,OFIX,4/30/2021 0:00,44.35
Omega Flex,OFLX,4/30/2021 0:00,159
Achieve Life Sciences,ACHV,4/30/2021 0:00,10.79
O2Micro,OIIM,4/30/2021 0:00,6.81
Aeroportuario del Centro Norte,OMAB,4/30/2021 0:00,49.73
Omnicell,OMCL,4/30/2021 0:00,145.02
Omeros,OMER,4/30/2021 0:00,17.66
Odyssey,OMEX,4/30/2021 0:00,6.49
Oncolytics Biotech,ONCY,4/30/2021 0:00,3.05
ON Semiconductor,ON,4/30/2021 0:00,39
OptimumBank Holdings,OPHC,4/30/2021 0:00,3.71
Old Point,OPOF,4/30/2021 0:00,22.02
Ocean Power,OPTT,4/30/2021 0:00,2.51
Great Elm Capital,GEC,4/30/2021 0:00,2.66
Acer Therapeutics,ACER,4/30/2021 0:00,2.92
ORBCOMM,ORBC,4/30/2021 0:00,11.46
Orrstown,ORRF,4/30/2021 0:00,23.71
Old Second Bancorp,OSBC,4/30/2021 0:00,13.21
OSI Systems,OSIS,4/30/2021 0:00,96.57
Ossen Innovation,OSN,4/30/2021 0:00,4.71
Overstockcom,OSTK,4/30/2021 0:00,81.5
OraSure,OSUR,4/30/2021 0:00,9.15
Open Text,OTEX,4/30/2021 0:00,47.1
Otter Tail,OTTR,4/30/2021 0:00,47.23
Ohio Valley Banc,OVBC,4/30/2021 0:00,22.38
Oak Valley Bancorp,OVLY,4/30/2021 0:00,17.74
Tenax Therapeutics,TENX,4/30/2021 0:00,1.9
Geospace,GEOS,4/30/2021 0:00,7.52
Bank Ozk,OZK,4/30/2021 0:00,40.99
Pacific Biosciences,PACB,4/30/2021 0:00,29.85
Pure Acquisition A,PACQ,4/30/2021 0:00,9.6
PacWest,PACW,4/30/2021 0:00,43.41
Universal Display,OLED,4/30/2021 0:00,223.69
Patrick,PATK,4/30/2021 0:00,89.6
Frp Holdings Ord,FRPH,4/30/2021 0:00,50.76
Pathfinder Bancorp,PBHC,4/30/2021 0:00,14.8
Porter Bancorp,LMST,4/30/2021 0:00,15.82
Prudential Pennsylvania,PBIP,4/30/2021 0:00,13.85
PC Connection,CNXN,4/30/2021 0:00,45.35
PotlatchDeltic,PCH,4/30/2021 0:00,59.36
Points International,PCOM,4/30/2021 0:00,15.32
Pacira,PCRX,4/30/2021 0:00,63.18
PC-Tel,PCTI,4/30/2021 0:00,6.68
Pure Cycle,PCYO,4/30/2021 0:00,15.27
Pro-Dex,PDEX,4/30/2021 0:00,28.52
PDF Solutions,PDFS,4/30/2021 0:00,17.73
Interpace Diagnostics,IDXG,4/30/2021 0:00,8.68
Peoples North Carolina,PEBK,4/30/2021 0:00,23.37
Pegasystems,PEGA,4/30/2021 0:00,126.94
Pacific Ethanol,PEIX,4/30/2021 0:00,5.56
Perion Network,PERI,4/30/2021 0:00,17.89
Perma-Fix Inc,PESI,4/30/2021 0:00,7.48
PetMed Express,PETS,4/30/2021 0:00,29.42
Preferred Bank,PFBC,4/30/2021 0:00,65.54
Premier Financial,PFBI,4/30/2021 0:00,18.94
P&F Industries,PFIN,4/30/2021 0:00,6.23
PFSweb,PFSW,4/30/2021 0:00,7.3
Peapack-Gladstone,PGC,4/30/2021 0:00,32
SVB,SIVB,4/30/2021 0:00,571.83
BorgWarner,BWA,4/30/2021 0:00,48.58
Quanta Services,PWR,4/30/2021 0:00,96.64
TE Connectivity,TEL,4/30/2021 0:00,134.47
Mid-America Apartment,MAA,4/30/2021 0:00,157.33
Huntington Ingalls Industries,HII,4/30/2021 0:00,212.32
Mettler-Toledo,MTD,4/30/2021 0:00,1313.32
Federal Realty,FRT,4/30/2021 0:00,112.84
Affiliated Managers,AMG,4/30/2021 0:00,161.17
Martin Marietta Materials,MLM,4/30/2021 0:00,353.12
Raymond James Financial,RJF,4/30/2021 0:00,130.78
Digital,DLR,4/30/2021 0:00,154.31
Essex Property,ESS,4/30/2021 0:00,290.52
Cooper,COO,4/30/2021 0:00,410.89
Everest,RE,4/30/2021 0:00,276.95
Regency Centers,REG,4/30/2021 0:00,63.66
Dollar General,DG,4/30/2021 0:00,214.75
First Republic Bank,FRC,4/30/2021 0:00,183.24
Nielsen,NLSN,4/30/2021 0:00,25.65
Transdigm,TDG,4/30/2021 0:00,613.74
Atmos Energy,ATO,4/30/2021 0:00,103.59
Duke,DRE,4/30/2021 0:00,46.52
HCA,HCA,4/30/2021 0:00,201.06
Rollins,ROL,4/30/2021 0:00,37.28
ResMed,RMD,4/30/2021 0:00,187.97
MSCI,MSCI,4/30/2021 0:00,485.77
Carnival Corp,CCL,4/30/2021 0:00,27.96
Alexandria RE,ARE,4/30/2021 0:00,181.1
Teleflex,TFX,4/30/2021 0:00,422.48
Westinghouse Air Brake,WAB,4/30/2021 0:00,82.07
Evergy,EVRG,4/30/2021 0:00,63.97
Capri Holdings,CPRI,4/30/2021 0:00,55.08
Aptiv,APTV,4/30/2021 0:00,143.89
Crown Castle,CCI,4/30/2021 0:00,189.06
Foot Locker,FL,4/30/2021 0:00,58.98
Macerich,MAC,4/30/2021 0:00,13.79
Pentair,PNR,4/30/2021 0:00,64.51
People’s United,PBCT,4/30/2021 0:00,18.13
Tractor Supply,TSCO,4/30/2021 0:00,188.6
Perrigo,PRGO,4/30/2021 0:00,41.63
Alliance Data Systems,ADS,4/30/2021 0:00,117.85
Advance Auto Parts,AAP,4/30/2021 0:00,200.16
Kansas City Southern,KSU,4/30/2021 0:00,292.21
SL Green,SLG,4/30/2021 0:00,74.01
United Rentals,URI,4/30/2021 0:00,319.95
Kinder Morgan,KMI,4/30/2021 0:00,17.05
Cimarex Energy,XEC,4/30/2021 0:00,66.2
Albemarle,ALB,4/30/2021 0:00,168.17
Centene,CNC,4/30/2021 0:00,61.74
Phillips 66,PSX,4/30/2021 0:00,80.91
Xylem,XYL,4/30/2021 0:00,110.65
PVH,PVH,4/30/2021 0:00,113.18
United Dominion,UDR,4/30/2021 0:00,46.45
TripAdvisor,TRIP,4/30/2021 0:00,47.13
SBA Communications,SBAC,4/30/2021 0:00,299.72
Gartner,IT,4/30/2021 0:00,195.88
Universal Health Services,UHS,4/30/2021 0:00,148.41
LKQ,LKQ,4/30/2021 0:00,46.71
Broadridge,BR,4/30/2021 0:00,158.63
Extra Space Storage,EXR,4/30/2021 0:00,148.69
Mohawk Industries,MHK,4/30/2021 0:00,205.5
American Water Works,AWK,4/30/2021 0:00,155.99
Alliant Energy,LNT,4/30/2021 0:00,56.17
Hanesbrands,HBI,4/30/2021 0:00,21.06
Celanese,CE,4/30/2021 0:00,156.65
Alaska Air,ALK,4/30/2021 0:00,69.14
Ametek,AME,4/30/2021 0:00,134.93
LyondellBasell Industries,LYB,4/30/2021 0:00,103.74
Royal Caribbean Cruises,RCL,4/30/2021 0:00,86.95
FleetCor,FLT,4/30/2021 0:00,287.72
Packaging America,PKG,4/30/2021 0:00,147.65
Arthur J Gallagher,AJG,4/30/2021 0:00,144.95
Church&Dwight,CHD,4/30/2021 0:00,85.74
Global Payments,GPN,4/30/2021 0:00,214.63
HollyFrontier,HFC,4/30/2021 0:00,35
Realty Income,O,4/30/2021 0:00,69.15
AO Smith,AOS,4/30/2021 0:00,67.75
Fortune Brands,FBHS,4/30/2021 0:00,104.98
Cboe Global,CBOE,4/30/2021 0:00,104.37
Copart,CPRT,4/30/2021 0:00,124.51
AbbVie,ABBV,4/30/2021 0:00,111.5
Diamondback,FANG,4/30/2021 0:00,81.73
Norwegian Cruise Line,NCLH,4/30/2021 0:00,31.05
Zoetis Inc,ZTS,4/30/2021 0:00,173.03
Iqvia,IQV,4/30/2021 0:00,234.69
Coty Inc,COTY,4/30/2021 0:00,10.01
Twitter Inc,TWTR,4/30/2021 0:00,55.22
Hilton Worldwide,HLT,4/30/2021 0:00,128.7
Allegion PLC,ALLE,4/30/2021 0:00,134.38
IHS Markit Ltd,INFO,4/30/2021 0:00,107.58
Arista Networks,ANET,4/30/2021 0:00,315.17
Synchrony Financial,SYF,4/30/2021 0:00,43.74
Citizens Financial Group Inc,CFG,4/30/2021 0:00,46.28
Keysight Technologies,KEYS,4/30/2021 0:00,144.35
Qorvo Inc,QRVO,4/30/2021 0:00,188.17
WestRock Co,WRK,4/30/2021 0:00,55.75
Hewlett Packard,HPE,4/30/2021 0:00,16.02
Under Armour C,UA,4/30/2021 0:00,19.91
Fortive,FTV,4/30/2021 0:00,70.82
Arconic Inc,ARNC,4/30/2021 0:00,28.6
Lamb Weston Holdings,LW,4/30/2021 0:00,80.5
Corteva,CTVA,4/30/2021 0:00,48.76
Amcor PLC,AMCR,4/30/2021 0:00,11.75
Kirby,KEX,4/30/2021 0:00,63.7
Matson,MATX,4/30/2021 0:00,65.33
Avis,CAR,4/30/2021 0:00,89.61
Sanchez Midstream,SNMP,4/30/2021 0:00,0.76
Centrus Energy,LEU,4/30/2021 0:00,22.89
Golden Star,GSS,4/30/2021 0:00,3.43
Cheniere Energy,LNG,4/30/2021 0:00,77.52
Protalix,PLX,4/30/2021 0:00,3.35
Paramount Gold Nevada,PZG,4/30/2021 0:00,1.03
Denison Mines,DNN,4/30/2021 0:00,1.07
Imperial Oil,IMO,4/30/2021 0:00,28.95
Northern Dynasty Minerals,NAK,4/30/2021 0:00,0.59
Novagold,NG,4/30/2021 0:00,8.99
New Gold,NGD,4/30/2021 0:00,1.66
Taseko Mines,TGB,4/30/2021 0:00,1.99
Almaden Minerals,AAU,4/30/2021 0:00,0.579
Avino Silver Gold,ASM,4/30/2021 0:00,1.24
Alexco Resource,AXU,4/30/2021 0:00,2.74
EMX Royalty,EMX,4/30/2021 0:00,3.25
Great Panther Silver,GPL,4/30/2021 0:00,0.773
International Tower Hill,THM,4/30/2021 0:00,1.02
Asanko Gold,AKG,4/30/2021 0:00,1.29
MAG Silver,MAG,4/30/2021 0:00,17.26
Platinum Group Metals,PLG,4/30/2021 0:00,4.71
Western Copper Gold,WRN,4/30/2021 0:00,1.43
American Shared Hospital Srvcs,AMS,4/30/2021 0:00,2.41
Birks Group Inc,BGI,4/30/2021 0:00,2.3
Bowl America Inc,BWLa,4/30/2021 0:00,10
Electromed,ELMD,4/30/2021 0:00,9.77
Evans Bancorp Inc,EVBN,4/30/2021 0:00,36.96
Gold Standard,GSV,4/30/2021 0:00,0.58
Gran Tierra,GTE,4/30/2021 0:00,0.666
Teligent,TLGT,4/30/2021 0:00,0.5986
Intelligent Systems,INS,4/30/2021 0:00,38.32
General Employment Enterprises,JOB,4/30/2021 0:00,0.647
Trilogy Metals,TMQ,4/30/2021 0:00,2.26
Polymet Mining,PLM,4/30/2021 0:00,3
Tanzanian Royalty Exploration,TRX,4/30/2021 0:00,0.56
Northern Oil&Gas,NOG,4/30/2021 0:00,14.48
Aberdeen Asia-Pacific,FAX,4/30/2021 0:00,4.26
Aberdeen Australia,IAF,4/30/2021 0:00,6.36
Aberdeen Global,FCO,4/30/2021 0:00,8.53
Acme United,ACU,4/30/2021 0:00,44.7
Adams Resources&Energy,AE,4/30/2021 0:00,26.5
AeroCentury,ACY,4/30/2021 0:00,10.5
Alpha Pro Tech,APT,4/30/2021 0:00,8.96
AMCON Distributing,DIT,4/30/2021 0:00,145.95
Planet Green,PLAG,4/30/2021 0:00,1.94
Ampio Pharm,AMPE,4/30/2021 0:00,1.85
Avalon,AWX,4/30/2021 0:00,3.52
Ballantyne Strong,BTN,4/30/2021 0:00,5.16
Bancroft,BCV,4/30/2021 0:00,31.21
Bar Harbor Bankshares,BHB,4/30/2021 0:00,28.66
Barnwell Industries,BRN,4/30/2021 0:00,2.07
BioTime,LCTX,4/30/2021 0:00,2.74
Blonder Tongue Labs,BDR,4/30/2021 0:00,1.07
CPI Aerostructures,CVU,4/30/2021 0:00,4.31
CEL-SCI,CVM,4/30/2021 0:00,24.13
Central Securities,CET,4/30/2021 0:00,38.911
Chase,CCF,4/30/2021 0:00,118.44
Chicago Rivet&Machine,CVR,4/30/2021 0:00,25.9
China Pharma,CPHI,4/30/2021 0:00,0.77
Clough Global Allocation,GLV,4/30/2021 0:00,11.99
Clough Global,GLQ,4/30/2021 0:00,15.93
Clough Global Opportunities,GLO,4/30/2021 0:00,13.02
CompX,CIX,4/30/2021 0:00,19.24
Comstock Mining,LODE,4/30/2021 0:00,3.93
Contango Oil&Gas,MCF,4/30/2021 0:00,3.74
Core Molding,CMT,4/30/2021 0:00,11.01
Cornerstone Strategic Value,CLM,4/30/2021 0:00,11.65
Cornerstone Strategic Return,CRF,4/30/2021 0:00,11.3
Credit Suisse,CIK,4/30/2021 0:00,3.42
Credit Suisse Hi-Yield Bond,DHY,4/30/2021 0:00,2.45
Daxor,DXR,4/30/2021 0:00,9.72
Delaware Colorado,VCF,4/30/2021 0:00,14.37
Delaware Florida,VFL,4/30/2021 0:00,13.47
Delaware Minnesota II,VMM,4/30/2021 0:00,13.51
Delta Apparel,DLA,4/30/2021 0:00,34.01
DPW,DPW,4/30/2021 0:00,3
Document Security,DSS,4/30/2021 0:00,3.1
Dreyfus Municipalome,DMF,4/30/2021 0:00,8.94
Eagle,GRF,4/30/2021 0:00,8.73
ETV California MIT,CEV,4/30/2021 0:00,13.35
ETV New York MIT,EVY,4/30/2021 0:00,14.93
ETV MBF,EIM,4/30/2021 0:00,13.46
ETV New York MBF,ENX,4/30/2021 0:00,12.43
ETV California MBF,EVM,4/30/2021 0:00,11.84
ETV Limited Duration,EVV,4/30/2021 0:00,12.82
Ellsworth Convertible Growth,ECF,4/30/2021 0:00,14.37
