name,symbol,Date,closingprice
Bausch Health,BHC,4/30/2021 0:00,32.17
Aqua America,WTR,4/30/2021 0:00,47.13
ADTRAN,ADTN,4/30/2021 0:00,17.09
Advanced Energy,AEIS,4/30/2021 0:00,110.31
Airnet Tech,ANTE,4/30/2021 0:00,3.24
Arena Pharma,ARNA,4/30/2021 0:00,68.63
Broadcom,AVGO,4/30/2021 0:00,456.2
Celsion,CLSN,4/30/2021 0:00,1.18
Cree,CREE,4/30/2021 0:00,99.42
Cirrus,CRUS,4/30/2021 0:00,74.41
Entegris,ENTG,4/30/2021 0:00,112.58
The Hain Celestial,HAIN,4/30/2021 0:00,41.01
Internet Initiative Japan ADR,IIJIY,4/30/2021 0:00,22.57
IPG Photonics,IPGP,4/30/2021 0:00,217.11
Ionis Pharma,IONS,4/30/2021 0:00,42.82
Itron,ITRI,4/30/2021 0:00,89.94
ManTech,MANT,4/30/2021 0:00,85.35
Motorcar Parts,MPAA,4/30/2021 0:00,21.6
Nuance Communications,NUAN,4/30/2021 0:00,53.17
NXP,NXPI,4/30/2021 0:00,192.51
QuickLogic,QUIK,4/30/2021 0:00,6.58
Radware,RDWR,4/30/2021 0:00,27.71
Royal Gold,RGLD,4/30/2021 0:00,111.86
Tesla,TSLA,4/30/2021 0:00,709.44
Take-Two,TTWO,4/30/2021 0:00,175.38
Yandex,YNDX,4/30/2021 0:00,65.55
CBB Bancorp,CBBI,4/30/2021 0:00,11.35
Regis Resources,RGRNF,4/30/2021 0:00,2.04
Dollar Tree,DLTR,4/30/2021 0:00,114.9
Engie,ENGQF,4/30/2021 0:00,14.9
Atlantic American,AAME,4/30/2021 0:00,4.09
AAON,AAON,4/30/2021 0:00,65.41
Atlas Air,AAWW,4/30/2021 0:00,67.91
Ameris,ABCB,4/30/2021 0:00,54.09
ArcBest Corp,ARCB,4/30/2021 0:00,72.76
ARCA Biopharma,ABIO,4/30/2021 0:00,3.44
ABIOMED,ABMD,4/30/2021 0:00,320.73
Autobytel,AUTO,4/30/2021 0:00,2.6
ACADIA,ACAD,4/30/2021 0:00,20.56
Acorn,ACFN,4/30/2021 0:00,0.58
Acadia Healthcare,ACHC,4/30/2021 0:00,60.92
ACI Worldwide,ACIW,4/30/2021 0:00,37.78
Axcelis,ACLS,4/30/2021 0:00,41.53
ACNB,ACNB,4/30/2021 0:00,27.5
Acorda,ACOR,4/30/2021 0:00,5.22
AcelRx,ACRX,4/30/2021 0:00,1.3
Acacia Research,ACTG,4/30/2021 0:00,6.08
Acura Pharma,ACUR,4/30/2021 0:00,0.365
Liveramp,RAMP,4/30/2021 0:00,48.98
ADES,ADES,4/30/2021 0:00,4.7
Addus,ADUS,4/30/2021 0:00,105.8
Aegion,AEGN,4/30/2021 0:00,30.1
Aehr Test Systems,AEHR,4/30/2021 0:00,2.26
ADDvantage,AEY,4/30/2021 0:00,2.02
Aeterna Zentaris,AEZS,4/30/2021 0:00,1.06
AmTrust Financial,AFSIM,4/30/2021 0:00,20.5
Agenus,AGEN,4/30/2021 0:00,3.09
Argo Group Int,ARGO,4/30/2021 0:00,52.18
AGNC Invest,AGNC,4/30/2021 0:00,17.93
Agilysys,AGYS,4/30/2021 0:00,50.41
Allied Healthcare,AHPI,4/30/2021 0:00,4.74
Altra,AIMC,4/30/2021 0:00,59.01
Air T,AIRT,4/30/2021 0:00,22.54
Alico,ALCO,4/30/2021 0:00,29.97
Align,ALGN,4/30/2021 0:00,595.53
Allegiant,ALGT,4/30/2021 0:00,235.73
Alimera,ALIM,4/30/2021 0:00,10.24
Alkermes Plc,ALKS,4/30/2021 0:00,22
Allot Communications,ALLT,4/30/2021 0:00,18.43
Alnylam,ALNY,4/30/2021 0:00,140.64
AstroNova,ALOT,4/30/2021 0:00,14.66
Alaska Communications,ALSK,4/30/2021 0:00,3.31
Andatee China Marine,AMCF,4/30/2021 0:00,0.086
Amedisys,AMED,4/30/2021 0:00,269.85
Amkor,AMKR,4/30/2021 0:00,20.22
American National Bankshares,AMNB,4/30/2021 0:00,34.03
Allied Motion,AMOT,4/30/2021 0:00,34.7
America Movil ADR A,AMOV,4/30/2021 0:00,13.82
American River,AMRB,4/30/2021 0:00,19.73
Amyris,AMRS,4/30/2021 0:00,14.56
American Superconductor,AMSC,4/30/2021 0:00,16.47
AMERISAFE,AMSF,4/30/2021 0:00,62.08
American Software,AMSWA,4/30/2021 0:00,20.69
American Woodmark,AMWD,4/30/2021 0:00,99.46
American National Insurance,ANAT,4/30/2021 0:00,113.35
The Andersons,ANDE,4/30/2021 0:00,28.72
AngioDynamics,ANGO,4/30/2021 0:00,24.3
Anika,ANIK,4/30/2021 0:00,40.18
ANSYS,ANSS,4/30/2021 0:00,365.66
Anthera Pharma,ANTH,4/30/2021 0:00,0.077
Alpha & Omega Semiconductor,AOSL,4/30/2021 0:00,31.1
American Public Education,APEI,4/30/2021 0:00,30.46
Apogee,APOG,4/30/2021 0:00,35.13
Riot Blockchain,RIOT,4/30/2021 0:00,41.83
Seelos Therapeutics,SEEL,4/30/2021 0:00,6.09
IRSA Propiedades ADR,IRCP,4/30/2021 0:00,8.98
Asia Pacific Wire & Cable,APWC,4/30/2021 0:00,3.24
Accuray,ARAY,4/30/2021 0:00,4.7
Janone,JAN,4/30/2021 0:00,6.92
Vereit,VER,4/30/2021 0:00,47.84
Gentherm,THRM,4/30/2021 0:00,71.2
Ark Restaurants,ARKR,4/30/2021 0:00,20.3
Alliance Resource,ARLP,4/30/2021 0:00,5.48
Arrow,AROW,4/30/2021 0:00,35.35
Array BioPharma,ARRY,4/30/2021 0:00,28.16
Trecora Resources,TREC,4/30/2021 0:00,7.59
Artesian,ARTNA,4/30/2021 0:00,40.45
Arts-Way,ARTW,4/30/2021 0:00,3.125
Arrowhead Pharma,ARWR,4/30/2021 0:00,72.76
Associated Banc-Corp,ASB,4/30/2021 0:00,21.89
ASGN,ASGN,4/30/2021 0:00,105.18
ASM ADR,ASMIY,4/30/2021 0:00,302.82
ASML Holding,ASMLF,4/30/2021 0:00,654.4
AmeriServ,ASRV,4/30/2021 0:00,4.2
Astrotech,ASTC,4/30/2021 0:00,1.23
Astec,ASTE,4/30/2021 0:00,75.01
Ascent Solar,ASTI,4/30/2021 0:00,0.027
Vericel Corp Ord,VCEL,4/30/2021 0:00,62.42
Asure,ASUR,4/30/2021 0:00,8.01
Amtech,ASYS,4/30/2021 0:00,10.54
ATA,AACG,4/30/2021 0:00,3.09
America First Tax,ATAX,4/30/2021 0:00,5.87
Alphatecs,ATEC,4/30/2021 0:00,15.99
Athersys,ATHX,4/30/2021 0:00,1.67
Ames,ATLO,4/30/2021 0:00,25.28
ATN Int,ATNI,4/30/2021 0:00,45.58
AtriCure,ATRC,4/30/2021 0:00,77.07
ATRION,ATRI,4/30/2021 0:00,638.6
Astronics,ATRO,4/30/2021 0:00,17.41
Auburn,AUBN,4/30/2021 0:00,35.5
AudioCodes,AUDC,4/30/2021 0:00,30.81
AeroVironment,AVAV,4/30/2021 0:00,110.37
AVEO,AVEO,4/30/2021 0:00,7.05
Avid,AVID,4/30/2021 0:00,22.74
Sarepta,SRPT,4/30/2021 0:00,70.84
Aviat,AVNW,4/30/2021 0:00,32.41
Aware,AWRE,4/30/2021 0:00,3.5
Abraxas Petroleum,AXAS,4/30/2021 0:00,2.05
AXT,AXTI,4/30/2021 0:00,9.86
Natus,NTUS,4/30/2021 0:00,25.55
Banc of California,BANC,4/30/2021 0:00,17.9
BancFirst,BANF,4/30/2021 0:00,69.51
Banner,BANR,4/30/2021 0:00,56.84
Bioanalytical Systems,BASI,4/30/2021 0:00,23.62
Hope Bancorp,HOPE,4/30/2021 0:00,15.01
Beasley,BBGI,4/30/2021 0:00,2.81
Barrett,BBSI,4/30/2021 0:00,73.33
BCB Bancorp,BCBP,4/30/2021 0:00,13.77
Balchem,BCPC,4/30/2021 0:00,127.19
BioCryst,BCRX,4/30/2021 0:00,11.64
Black Diamond,CLAR,4/30/2021 0:00,18.61
BioDelivery Sciences,BDSI,4/30/2021 0:00,3.46
bebe stores,BEBE,4/30/2021 0:00,5.06
Beacon Roofing,BECN,4/30/2021 0:00,56.33
Bel Fuse A,BELFA,4/30/2021 0:00,18.91
Bel Fuse B,BELFB,4/30/2021 0:00,19.93
BankFinancial,BFIN,4/30/2021 0:00,10.42
BGC Partners,BGCP,4/30/2021 0:00,5.3
Big 5,BGFV,4/30/2021 0:00,18.32
BG Medicine,BGMD,4/30/2021 0:00,0.099
Berkshire Hills Bancorp,BHLB,4/30/2021 0:00,22.19
Biocept,BIOC,4/30/2021 0:00,4.78
Albireo Pharma,ALBO,4/30/2021 0:00,32.1
Green Brick Partners Inc,GRBK,4/30/2021 0:00,25.81
BioScrip,BIOS,4/30/2021 0:00,19.08
BJs Restaurants,BJRI,4/30/2021 0:00,60.99
Blueknight,BKEP,4/30/2021 0:00,3.25
Bank of South Carolina,BKSC,4/30/2021 0:00,20
Builders FirstSource,BLDR,4/30/2021 0:00,48.67
Bridgeline Digital,BLIN,4/30/2021 0:00,2.77
Blackbaud,BLKB,4/30/2021 0:00,71.12
BioLineRx,BLRX,4/30/2021 0:00,3.14
BIOLASE,BIOL,4/30/2021 0:00,0.7461
Bank of Marin,BMRC,4/30/2021 0:00,35.42
Biomarin Pharma,BMRN,4/30/2021 0:00,77.92
Bryn Mawr Bank,BMTC,4/30/2021 0:00,45.96
Bonso Electronics Int,BNSO,4/30/2021 0:00,6.04
Bank of Commerce,BOCH,4/30/2021 0:00,12.91
Axos Financial,AX,4/30/2021 0:00,45.15
BOK Financial,BOKF,4/30/2021 0:00,87.94
Bon-Ton Stores,BONTQ,4/30/2021 0:00,0.011
Dmc Global,BOOM,4/30/2021 0:00,54
BOS,BOSC,4/30/2021 0:00,3.16
Boston Private,BPFH,4/30/2021 0:00,14.72
Bridgford,BRID,4/30/2021 0:00,14.24
Brookline Bancorp,BRKL,4/30/2021 0:00,16.1
Brooks Automation,BRKS,4/30/2021 0:00,101.33
Bassett,BSET,4/30/2021 0:00,34.3
BSQUARE,BSQR,4/30/2021 0:00,2.42
Sierra Bancorp,BSRR,4/30/2021 0:00,27.07
Burcon NutraScience,BUROF,4/30/2021 0:00,3.802
First Busey,BUSE,4/30/2021 0:00,24.98
Broadwind,BWEN,4/30/2021 0:00,5.17
Protective Insurance B,PTVCB,4/30/2021 0:00,23
Broadway Financial,BYFC,4/30/2021 0:00,2.1
China Automotive,CAAS,4/30/2021 0:00,4.45
Camden,CAC,4/30/2021 0:00,47.72
Credit Acceptance,CACC,4/30/2021 0:00,394.79
China Advanced Construction,HHT,4/30/2021 0:00,1.24
The Cheesecake,CAKE,4/30/2021 0:00,62.59
Cal-Maine,CALM,4/30/2021 0:00,37.36
CalAmp,CAMP,4/30/2021 0:00,13.75
Camtek,CAMT,4/30/2021 0:00,34.06
Carver,CARV,4/30/2021 0:00,8.74
Meta Financial,CASH,4/30/2021 0:00,49.26
Cass,CASS,4/30/2021 0:00,45.89
Caseys,CASY,4/30/2021 0:00,222.19
Cardtronics,CATM,4/30/2021 0:00,38.84
Cathay,CATY,4/30/2021 0:00,40.48
Net Element,NETE,4/30/2021 0:00,11.38
CBAK Energy,CBAT,4/30/2021 0:00,4.63
Colony Bankcorp,CBAN,4/30/2021 0:00,15.59
Cleveland BioLabs,CBLI,4/30/2021 0:00,5.76
Cracker Barrel Old,CBRL,4/30/2021 0:00,167.47
Commerce Bancshares,CBSH,4/30/2021 0:00,77.81
Capital City Bank,CCBG,4/30/2021 0:00,25.27
China Ceramics Co,CCCL,4/30/2021 0:00,2.72
CNB Financial,CCNE,4/30/2021 0:00,25.46
Cogent,CCOI,4/30/2021 0:00,75.51
Cross Country,CCRN,4/30/2021 0:00,13.32
Codexis,CDXS,4/30/2021 0:00,23.18
Cadiz,CDZI,4/30/2021 0:00,11.65
CECO Environmental,CECE,4/30/2021 0:00,7.3
Career,CECO,4/30/2021 0:00,11.66
Central Garden&Pet,CENT,4/30/2021 0:00,54.14
Central Garden&Pet A,CENTA,4/30/2021 0:00,49.27
Cereplast Inc,CERPQ,4/30/2021 0:00,0.107
Cerus,CERS,4/30/2021 0:00,6.1
CEVA,CEVA,4/30/2021 0:00,55.44
Central Federal,CFBK,4/30/2021 0:00,20.1
C&F Financial,CFFI,4/30/2021 0:00,42.18
Capitol Federal,CFFN,4/30/2021 0:00,12.93
Pingtan Marine,PME,4/30/2021 0:00,1.07
Compugen,CGEN,4/30/2021 0:00,8.63
Cognex,CGNX,4/30/2021 0:00,86.12
Comstock,CHCI,4/30/2021 0:00,4.36
City Holding,CHCO,4/30/2021 0:00,77.4
Churchill Downs,CHDN,4/30/2021 0:00,211.5
The Chefs Warehouse,CHEF,4/30/2021 0:00,32.23
China Natural Resources,CHNR,4/30/2021 0:00,1.495
Coherus BioSciences,CHRS,4/30/2021 0:00,14.8
Charter Communications,CHTR,4/30/2021 0:00,673.45
Cinedigm,CIDM,4/30/2021 0:00,1.44
Fanhua,FANH,4/30/2021 0:00,13.35
Citizens,CIZN,4/30/2021 0:00,19.1
China Jo-Jo Drugstores,CJJD,4/30/2021 0:00,1
Celldex Therapeutics,CLDX,4/30/2021 0:00,30.33
Clearfield,CLFD,4/30/2021 0:00,34.35
Calumet,CLMT,4/30/2021 0:00,6.03
Clean Energy,CLNE,4/30/2021 0:00,11
Sharing Economy,SEII,4/30/2021 0:00,0.05
ClearOne,CLRO,4/30/2021 0:00,2.42
Town Sportss,CLUB,4/30/2021 0:00,0.286
Clovis,CLVS,4/30/2021 0:00,5.94
Euro Tech,CLWT,4/30/2021 0:00,3.105
Columbus McKinnon,CMCO,4/30/2021 0:00,49.51
Destination XL Group,DXLG,4/30/2021 0:00,1.48
Comtech,CMTL,4/30/2021 0:00,23.98
Commercial National Financial,CNAF,4/30/2021 0:00,19.54
Century Bancorp,CNBKA,4/30/2021 0:00,114.25
Fortress Biotech,FBIO,4/30/2021 0:00,4.32
Chinanet Online,CNET,4/30/2021 0:00,1.99
Taoping,TAOP,4/30/2021 0:00,6.86
CONMED,CNMD,4/30/2021 0:00,140.95
Consolidated Communications,CNSL,4/30/2021 0:00,7.2
Century Casinos,CNTY,4/30/2021 0:00,13.15
Viewtran,VIEWF,4/30/2021 0:00,0.085
Coherent,COHR,4/30/2021 0:00,259.99
Cohu,COHU,4/30/2021 0:00,40.01
Coca-Cola Bottling,COKE,4/30/2021 0:00,293.25
Columbia Banking,COLB,4/30/2021 0:00,43.53
Columbia Sportswear,COLM,4/30/2021 0:00,109.01
Conns,CONN,4/30/2021 0:00,20.24
Polarityte,PTE,4/30/2021 0:00,1.02
Core-Mark,CORE,4/30/2021 0:00,42.56
Corcept,CORT,4/30/2021 0:00,22.79
Cowen Group,COWN,4/30/2021 0:00,39.49
Canterbury Park,CPHC,4/30/2021 0:00,13.52
Cumberland,CPIX,4/30/2021 0:00,2.67
Capital Product,CPLP,4/30/2021 0:00,12.73
Catalyst Pharmaceuticals,CPRX,4/30/2021 0:00,4.58
Computer Programs&Systems,CPSI,4/30/2021 0:00,30.02
Consumer Portfolio Services,CPSS,4/30/2021 0:00,4.35
CRA,CRAI,4/30/2021 0:00,80.26
China Recycling Energy,CREG,4/30/2021 0:00,9.3
Cresud SACIF,CRESY,4/30/2021 0:00,5.63
Curis,CRIS,4/30/2021 0:00,10.82
Crumbs,CRMBQ,4/30/2021 0:00,0.038
Americas Car-Mart,CRMT,4/30/2021 0:00,150.83
Ceragon,CRNT,4/30/2021 0:00,3.41
CorVel,CRVL,4/30/2021 0:00,117.01
Crown Crafts,CRWS,4/30/2021 0:00,7.7
CoStar,CSGP,4/30/2021 0:00,854.43
CSG Systems,CSGS,4/30/2021 0:00,45.99
Cardiovascular,CSII,4/30/2021 0:00,40.32
Canadian Solar Inc,CSIQ,4/30/2021 0:00,41.24
Cornerstone OnDemand,CSOD,4/30/2021 0:00,44.26
CSP,CSPI,4/30/2021 0:00,8.98
Capital Southwest,CSWC,4/30/2021 0:00,24.48
Community Trust,CTBI,4/30/2021 0:00,44.56
Cyren,CYRN,4/30/2021 0:00,0.66
Computer Task,CTG,4/30/2021 0:00,9.9
Charles&Colvard,CTHR,4/30/2021 0:00,3.14
CTI Industries,CTIB,4/30/2021 0:00,1.82
CTi Biopharma,CTIC,4/30/2021 0:00,2.42
Citi Trends,CTRN,4/30/2021 0:00,104.6
Cutera,CUTR,4/30/2021 0:00,30.03
CVB Financial,CVBF,4/30/2021 0:00,21.21
Cavco,CVCO,4/30/2021 0:00,209.43
Central Valley Community,CVCY,4/30/2021 0:00,19.64
Commercial Vehicle,CVGI,4/30/2021 0:00,10.99
Calavo Growers,CVGW,4/30/2021 0:00,78.13
Codorus Valley,CVLY,4/30/2021 0:00,18.4
Covenant,CVTI,4/30/2021 0:00,21.51
CVD Equipment,CVV,4/30/2021 0:00,4.69
Community West Bancshares,CWBC,4/30/2021 0:00,12.37
Consolidated Water,CWCO,4/30/2021 0:00,11.77
Casella,CWST,4/30/2021 0:00,67.11
China XD Plastics,CXDC,4/30/2021 0:00,1.07
Cyanotech,CYAN,4/30/2021 0:00,3.14
CyberOptics,CYBE,4/30/2021 0:00,32.99
Cyclacel,CYCC,4/30/2021 0:00,7.11
Cytokinetics Inc,CYTK,4/30/2021 0:00,25.44
CytRx,CYTR,4/30/2021 0:00,2.76
Cytori Therapeutics,PSTV,4/30/2021 0:00,2.28
Citizens&Northern,CZNC,4/30/2021 0:00,24.7
Citizens Community,CZWI,4/30/2021 0:00,13
Data I/O,DAIO,4/30/2021 0:00,5.39
Daktronics,DAKT,4/30/2021 0:00,6.17
BBQ Holdings,BBQ,4/30/2021 0:00,13.2
Performance Shipping,DCIX,4/30/2021 0:00,4.36
Dime Community,DCOM,4/30/2021 0:00,33.12
Delcath Systems,DCTH,4/30/2021 0:00,11.11
Denny’s,DENN,4/30/2021 0:00,18.94
Assertio Therapeutics,ASRT,4/30/2021 0:00,0.55
Destination Maternity,DESTQ,4/30/2021 0:00,0.03
Donegal A,DGICA,4/30/2021 0:00,15.43
Digi,DGII,4/30/2021 0:00,17.87
Digital Ally,DGLY,4/30/2021 0:00,1.8
Diamond Hill,DHIL,4/30/2021 0:00,171
Lianluo Smart,LLIT,4/30/2021 0:00,10.99
Diodes,DIOD,4/30/2021 0:00,76.81
Discovery B,DISCB,4/30/2021 0:00,80.8
Discovery Communications C,DISCK,4/30/2021 0:00,32.31
Daily Journal Corp,DJCO,4/30/2021 0:00,305.19
Ophectra Real Estate,DMEDF,4/30/2021 0:00,0.862
Dorchester Minerals,DMLP,4/30/2021 0:00,14.56
Digimarc,DMRC,4/30/2021 0:00,33.73
Dorman,DORM,4/30/2021 0:00,99.18
Digirad,DRAD,4/30/2021 0:00,2.88
US Gold,USAU,4/30/2021 0:00,11
DRDGOLD ADR,DRD,4/30/2021 0:00,9.91
Durect,DRRX,4/30/2021 0:00,1.9
Descartes Systems,DSGX,4/30/2021 0:00,64.06
DSP Group,DSPG,4/30/2021 0:00,13.89
Deswell Industries,DSWL,4/30/2021 0:00,3.83
Davis Select US Equity,DUSA,4/30/2021 0:00,35.54
Dynavax,DVAX,4/30/2021 0:00,9.98
Dawson Geophysical,DWSN,4/30/2021 0:00,2.3
DexCom,DXCM,4/30/2021 0:00,386.1
DXP Enterprises,DXPE,4/30/2021 0:00,29.27
The Dixie,DXYN,4/30/2021 0:00,3.59
IDEXX Labs,IDXX,4/30/2021 0:00,548.99
Incyte,INCY,4/30/2021 0:00,85.38
Liberty Global C,LBTYK,4/30/2021 0:00,27.06
MercadoLibre,MELI,4/30/2021 0:00,1570.98
T-Mobile US,TMUS,4/30/2021 0:00,132.13
Facebook,FB,4/30/2021 0:00,325.08
Willis Towers Watson,WLTW,4/30/2021 0:00,258.86
Workday,WDAY,4/30/2021 0:00,247
Mondelez,MDLZ,4/30/2021 0:00,60.81
Skyworks,SWKS,4/30/2021 0:00,181.33
Lululemon Athletica,LULU,4/30/2021 0:00,335.27
Regeneron Pharma,REGN,4/30/2021 0:00,481.3
ASML  ADR,ASML,4/30/2021 0:00,648.1
Synopsys,SNPS,4/30/2021 0:00,247.06
Ulta Beauty,ULTA,4/30/2021 0:00,329.35
Verisk,VRSK,4/30/2021 0:00,188.2
American Airlines,AAL,4/30/2021 0:00,21.72
Alphabet C,GOOG,4/30/2021 0:00,2410.12
Jd.Com Inc Adr,JD,4/30/2021 0:00,77.36
PayPal Holdings Inc,PYPL,4/30/2021 0:00,262.29
Fox Corp A,FOXA,4/30/2021 0:00,37.42
Fox Corp B,FOX,4/30/2021 0:00,36.38
Dynatronics,DYNT,4/30/2021 0:00,1.18
Ebix,EBIX,4/30/2021 0:00,30.11
Eagle Montana,EBMT,4/30/2021 0:00,23.39
Meridian Interstate,EBSB,4/30/2021 0:00,22.11
Enterprise,EBTC,4/30/2021 0:00,34.83
Echo Global,ECHO,4/30/2021 0:00,32.7
US Ecology,ECOL,4/30/2021 0:00,42.46
Encore Capital,ECPG,4/30/2021 0:00,39.34
EDAP,EDAP,4/30/2021 0:00,6.88
Alithya A,ALYA,4/30/2021 0:00,2.24
Educational Development,EDUC,4/30/2021 0:00,17.78
Euronet,EEFT,4/30/2021 0:00,143.43
Enterprise Financial,EFSC,4/30/2021 0:00,49.13
eGain,EGAN,4/30/2021 0:00,9.83
Eagle,EGBN,4/30/2021 0:00,53.41
Eagle Bulk Shipping,EGLE,4/30/2021 0:00,43.34
eHealth,EHTH,4/30/2021 0:00,70.74
Electro-Sensors,ELSE,4/30/2021 0:00,4.57
Eltek,ELTK,4/30/2021 0:00,5.79
Emclaire,EMCF,4/30/2021 0:00,27.14
EMCORE,EMKR,4/30/2021 0:00,6.23
Eastern Co,EML,4/30/2021 0:00,28.27
Emmis Comm,EMMS,4/30/2021 0:00,2.75
Endo Int,ENDP,4/30/2021 0:00,5.73
ENGlobal,ENG,4/30/2021 0:00,3.42
The Ensign,ENSG,4/30/2021 0:00,85.85
Bottomline,EPAY,4/30/2021 0:00,48.56
Erie Indemnity,ERIE,4/30/2021 0:00,214.02
Energy Recovery,ERII,4/30/2021 0:00,21.2
Elmira Savings Bank,ESBK,4/30/2021 0:00,13.36
Escalade,ESCA,4/30/2021 0:00,22.02
Euroseas,ESEA,4/30/2021 0:00,14.4
Enstar,ESGR,4/30/2021 0:00,251.18
ESSA Bancorp,ESSA,4/30/2021 0:00,15.52
Evolving Systems,EVOL,4/30/2021 0:00,2.14
East West Bancorp,EWBC,4/30/2021 0:00,76.15
EXACT Sciences,EXAS,4/30/2021 0:00,131.82
EXFO,EXFO,4/30/2021 0:00,3.7
ExlServices,EXLS,4/30/2021 0:00,92.38
Exponent,EXPO,4/30/2021 0:00,96.33
EZCORP,EZPW,4/30/2021 0:00,5.63
Farmer Bros. Co,FARM,4/30/2021 0:00,10.2
FARO,FARO,4/30/2021 0:00,75.85
First Business,FBIZ,4/30/2021 0:00,26.46
The First Bancshares,FBMS,4/30/2021 0:00,39.12
First Bancorp,FBNC,4/30/2021 0:00,42.4
First Capital,FCAP,4/30/2021 0:00,45.08
First Community Bancshares,FCBC,4/30/2021 0:00,29.22
First Community,FCCO,4/30/2021 0:00,18.4
1st Constitution Bancorp,FCCY,4/30/2021 0:00,19.18
FuelCell Energy,FCEL,4/30/2021 0:00,9.71
FirstCash,FCFS,4/30/2021 0:00,72.03
First Citizens BancShares,FCNCA,4/30/2021 0:00,867.46
Civista Bancshares,CIVB,4/30/2021 0:00,23.13
First Defiance,FDEF,4/30/2021 0:00,31.59
Frequency Electronics,FEIM,4/30/2021 0:00,10.74
Franklin Electric,FELE,4/30/2021 0:00,81.27
First Financial Bancorp,FFBC,4/30/2021 0:00,24.51
Fuwei Films Holdings,FFHL,4/30/2021 0:00,8.21
Flushing,FFIC,4/30/2021 0:00,23.27
First Financial Bankshares,FFIN,4/30/2021 0:00,49.08
First Financial Northwest,FFNW,4/30/2021 0:00,13.61
Female Health,VERU,4/30/2021 0:00,8.84
First Interstate BancSystem,FIBK,4/30/2021 0:00,46.97
Financial Institutions,FISI,4/30/2021 0:00,31.93
National Beverage,FIZZ,4/30/2021 0:00,48.59
Fluidigm,FLDM,4/30/2021 0:00,5.01
The First of Long Island,FLIC,4/30/2021 0:00,21.29
Avadel Pharma,AVDL,4/30/2021 0:00,7.5
1-800 FLOWERS.COM,FLWS,4/30/2021 0:00,31.98
Flexsteel,FLXS,4/30/2021 0:00,43.53
First Midwest,FMBI,4/30/2021 0:00,20.97
Farmers National,FMNB,4/30/2021 0:00,16.58
First Bancorp Inc,FNLC,4/30/2021 0:00,28.29
Amicus,FOLD,4/30/2021 0:00,9.84
Fonar,FONR,4/30/2021 0:00,17.15
Forward Industries,FORD,4/30/2021 0:00,2.7
FormFactor,FORM,4/30/2021 0:00,39.15
Forrester,FORR,4/30/2021 0:00,43.45
Formula Systems ADR,FORTY,4/30/2021 0:00,94.4
Republic First Bancorp,FRBK,4/30/2021 0:00,3.99
First Merchants,FRME,4/30/2021 0:00,46.21
Franklin Financial,FRAF,4/30/2021 0:00,30.15
First Savings,FSFG,4/30/2021 0:00,68.8
Colliers International,CIGI,4/30/2021 0:00,107.88
LB Foster,FSTR,4/30/2021 0:00,16.14
Fuel Tech,FTEK,4/30/2021 0:00,2.28
Fortinet,FTNT,4/30/2021 0:00,204.23
Fulton,FULT,4/30/2021 0:00,17.05
First United,FUNC,4/30/2021 0:00,16.92
Forward Air,FWRD,4/30/2021 0:00,88.29
German American Bancorp,GABC,4/30/2021 0:00,43.33
Gaia Inc,GAIA,4/30/2021 0:00,10.54
Sellas Life Sciences,SLS,4/30/2021 0:00,7.88
StealthGas,GASS,4/30/2021 0:00,2.8
Glacier,GBCI,4/30/2021 0:00,58.95
Global Indemnity,GBLI,4/30/2021 0:00,28.76
Greene County,GCBC,4/30/2021 0:00,25.41
Gencor,GENC,4/30/2021 0:00,11.99
Genetic Technologies,GENE,4/30/2021 0:00,4.28
Geron,GERN,4/30/2021 0:00,1.45
Gevo,GEVO,4/30/2021 0:00,6.78
Guaranty Federal,GFED,4/30/2021 0:00,24.1
General Finance,GFN,4/30/2021 0:00,18.98
Gulf Island Fabrication,GIFI,4/30/2021 0:00,4.16
Giga Media Ltd,GIGM,4/30/2021 0:00,2.92
G-III Apparel,GIII,4/30/2021 0:00,32.49
Gilat,GILT,4/30/2021 0:00,10.05
Globus Maritime,GLBS,4/30/2021 0:00,4.91
Glen Burnie,GLBZ,4/30/2021 0:00,11.92
Great Lakes Dredge&Dock,GLDD,4/30/2021 0:00,15.7
Golar,GLNG,4/30/2021 0:00,11.48
Greenlight Capital Re,GLRE,4/30/2021 0:00,9.23
Gentex,GNTX,4/30/2021 0:00,35.18
Gladstone Commercial,GOOD,4/30/2021 0:00,21.04
Green Plains Energy,GPRE,4/30/2021 0:00,29.8
Grifols ADR,GRFS,4/30/2021 0:00,17.65
Griffin Industrial Realty,GRIF,4/30/2021 0:00,62.5
US Global,GROW,4/30/2021 0:00,7.44
Gravity Co,GRVY,4/30/2021 0:00,109.54
Great Southern Bancorp,GSBC,4/30/2021 0:00,56.41
Novanta,NOVT,4/30/2021 0:00,131.71
GSI Technology,GSIT,4/30/2021 0:00,5.9
CSI Compressco,CCLP,4/30/2021 0:00,1.682
Ferroglobe,GSM,4/30/2021 0:00,4.1
Good Times,GTIM,4/30/2021 0:00,4.51
Chart Industries,GTLS,4/30/2021 0:00,160.63
GTX Inc,ONCT,4/30/2021 0:00,6.29
Gulf Resources,GURE,4/30/2021 0:00,6.16
Hawaiian,HA,4/30/2021 0:00,25.11
Hanmi,HAFC,4/30/2021 0:00,20.3
Hallmark,HALL,4/30/2021 0:00,3.97
Halozyme,HALO,4/30/2021 0:00,49.95
Haynes,HAYN,4/30/2021 0:00,29.24
