1,"[281, 390, 2873, 2426, 2642]",160.98999999999998
1,"[1677, 35, 3408, 3790, 1474]",160.98999999999998
1,"[3589, 916, 2516, 3175, 3143]",160.98999999999998
1,"[1251, 3994, 108, 426, 2157]",160.98999999999998
1,"[1487, 1287, 2672, 562, 3900]",160.98999999999998
1,"[2304, 478, 1542, 662, 1190]",160.98999999999998
1,"[63, 3046, 2150, 3939, 1593]",160.98999999999998
1,"[2093, 1471, 1438, 2679, 419]",160.98999999999998
1,"[1112, 2696, 27, 37, 3749]",160.98999999999998
1,"[3270, 1665, 3514, 699, 3240]",160.98999999999998
2,"[2304, 478, 1542, 662, 1190]",160.98999999999998
2,"[2304, 478, 1542, 662, 1190]",160.98999999999998
2,"[1487, 478, 1542, 662, 1190]",160.98999999999998
2,"[2304, 1287, 2672, 562, 3900]",160.98999999999998
2,"[1112, 2696, 27, 37, 3749]",160.98999999999998
2,"[1677, 35, 3408, 3790, 1474]",160.98999999999998
2,"[1487, 1287, 1438, 2679, 419]",160.98999999999998
2,"[2093, 1471, 2672, 562, 3900]",160.98999999999998
2,"[1677, 2696, 27, 37, 3749]",160.98999999999998
2,"[1112, 35, 3408, 3790, 1474]",160.98999999999998
3,"[1487, 1287, 3408, 3790, 1474]",160.98999999999998
3,"[1112, 35, 1438, 2679, 419]",160.98999999999998
3,"[1487, 1287, 1438, 2679, 419]",160.98999999999998
3,"[2093, 1471, 2672, 562, 3900]",160.98999999999998
3,"[1677, 35, 3408, 3790, 1474]",160.98999999999998
3,"[1677, 35, 3408, 3790, 1474]",160.98999999999998
3,"[2304, 478, 1542, 3790, 1474]",160.98999999999998
3,"[1677, 35, 3408, 662, 1190]",160.98999999999998
3,"[2304, 1287, 2672, 562, 3900]",160.98999999999998
3,"[1677, 35, 3408, 3790, 1474]",160.98999999999998
