1,"[1860, 1861, 629, 1308, 91, 1297, 3969, 2514, 1306, 1785, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",817.2
1,"[2597, 2887, 2252, 3934, 2340, 1145, 4000, 1868, 410, 1479, 2955, 2794, 1584, 1, 758, 2256, 1195, 486, 4019, 1578]",890.41
1,"[370, 1501, 515, 3105, 152, 3707, 697, 1516, 2416, 1138, 2475, 186, 3606, 2641, 2226, 3868, 384, 3609, 1523, 2558]",1284.98
1,"[3796, 952, 1094, 1511, 18, 3979, 1566, 49, 2908, 1139, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",829.08
1,"[3202, 1394, 2481, 1449, 3709, 545, 848, 1074, 2962, 178, 3568, 880, 1575, 260, 1715, 1922, 3209, 1140, 649, 1293]",774.99
1,"[3459, 3654, 1777, 558, 3393, 1653, 2058, 1769, 3553, 385, 1594, 429, 1691, 2668, 1869, 2941, 3104, 371, 2186, 52]",979.3
1,"[2558, 2428, 3607, 3780, 375, 2626, 655, 2760, 1126, 1824, 3561, 3950, 785, 2040, 2335, 3373, 1762, 1326, 2411, 46]",659.97
1,"[3276, 1072, 1439, 259, 3813, 1794, 580, 3103, 4005, 1234, 928, 2895, 409, 2888, 1916, 3831, 2548, 1404, 51, 3344]",1231.57
1,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",809.83
1,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 54, 2263, 2285, 718, 93, 2435]",1211.61
2,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 54, 93, 2435]",1211.61
2,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",809.83
2,"[762, 952, 1094, 1511, 18, 3979, 1566, 49, 2908, 1139, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",582.94
2,"[3796, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 54, 2263, 2285, 718, 93, 2435]",1457.75
2,"[1860, 1861, 629, 1308, 91, 1297, 3969, 2514, 1306, 1785, 2475, 186, 3606, 2641, 2226, 3868, 384, 3609, 1523, 2558]",1119.58
2,"[370, 1501, 515, 3105, 152, 3707, 697, 1516, 2416, 1138, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",982.6
2,"[3796, 952, 1094, 1511, 18, 3979, 1566, 49, 2908, 1139, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",823.37
2,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 3864, 2111, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",815.54
2,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",809.83
2,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",809.83
3,"[762, 952, 1094, 1511, 18, 3979, 1566, 49, 2908, 1139, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",582.94
3,"[762, 952, 1094, 1511, 18, 3979, 1566, 49, 2908, 1139, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",582.94
3,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 3864, 2111, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",1087.89
3,"[370, 1501, 515, 3105, 152, 3707, 697, 1516, 2416, 1138, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",710.25
3,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 54, 93, 2435]",1211.61
3,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 3864, 2111, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",815.54
3,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 1516, 2416, 1138, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",896.18
3,"[370, 1501, 515, 3105, 152, 3707, 697, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",896.25
3,"[1860, 1861, 629, 1308, 91, 1297, 3969, 2514, 1306, 1785, 2475, 186, 3606, 2641, 2226, 3868, 384, 54, 93, 2435]",1639.55
3,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 3609, 1523, 2558]",691.64
4,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 3864, 2111, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 93, 2435]",1273.72
4,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 54, 3435, 2919]",753.43
4,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 3609, 1523, 2558]",691.64
4,"[370, 1501, 515, 3105, 152, 3707, 697, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",896.25
4,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 1516, 2416, 1138, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",896.18
4,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 54, 93, 2435]",1211.61
4,"[370, 1501, 515, 3105, 152, 3707, 697, 1516, 2416, 1138, 588, 1789, 3606, 2641, 2226, 3868, 384, 54, 93, 2435]",1688.12
4,"[1860, 1861, 629, 1308, 91, 1297, 3969, 2514, 1306, 1785, 2475, 186, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",661.68
4,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 3864, 2111, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",1087.89
4,"[1415, 3227, 3970, 2112, 87, 1920, 1800, 1516, 2416, 1138, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",896.18
5,"[1860, 1861, 629, 1308, 91, 1297, 3969, 2514, 3864, 2111, 588, 1789, 3844, 1955, 890, 2517, 2735, 202, 93, 2435]",1098.36
5,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 1306, 1785, 2475, 186, 3844, 1955, 890, 2517, 2735, 202, 3435, 2919]",837.04
5,"[1415, 2320, 1800, 1920, 87, 2112, 3970, 3227, 3864, 2111, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",1087.89
5,"[370, 1501, 515, 3105, 152, 3707, 697, 1516, 2416, 1138, 588, 1789, 3606, 2641, 2226, 3868, 384, 54, 93, 2435]",1688.12
5,"[370, 1501, 515, 2112, 87, 1920, 1800, 1516, 2416, 1138, 984, 1170, 208, 3122, 397, 3598, 2598, 936, 81, 2964]",1069.63
5,"[1415, 3227, 3970, 3105, 152, 3707, 697, 1516, 2416, 1138, 588, 1789, 3606, 2641, 2226, 3868, 384, 54, 93, 2435]",1514.67
5,"[762, 3580, 1371, 3317, 406, 686, 1008, 754, 3488, 3865, 3923, 4053, 1333, 1769, 718, 2285, 2263, 54, 93, 2435]",1211.61
5,"[370, 1501, 515, 3105, 152, 3707, 697, 2320, 3864, 2111, 1682, 2186, 3345, 2560, 2619, 656, 1694, 3965, 1865, 3496]",896.25
