1,"[82, 3500, 1597]",860.41
1,"[2386, 1191, 474]",89.48
1,"[3660, 1658, 1691]",467.51
1,"[3595, 1000, 782]",140.72
1,"[4024, 353, 1657]",84.33
1,"[2284, 2801, 2461]",38.71
1,"[2462, 362, 827]",102.72
1,"[3026, 483, 546]",407.91
1,"[1146, 2280, 1726]",181.81
1,"[2137, 2611, 340]",320.05
1,"[3986, 315, 1909]",228.82
1,"[921, 3596, 277]",66.27
1,"[262, 165, 1170]",138.99
1,"[947, 3735, 1437]",251.2
1,"[2264, 3864, 2105]",127.95
1,"[740, 3400, 1296]",69.55
1,"[1539, 2016, 2238]",525.9
1,"[3888, 3335, 1871]",444.25
1,"[509, 2631, 3455]",301.84
1,"[3541, 2454, 273]",80.31
1,"[2849, 487, 2183]",92.67
1,"[3230, 28, 2657]",228.36
1,"[2403, 2056, 2620]",133.34
1,"[2364, 2481, 3114]",186.37
1,"[702, 765, 1457]",115.98
1,"[1276, 812, 1633]",56.16
1,"[2841, 2003, 316]",99.73
1,"[3813, 380, 2080]",397.83
1,"[2802, 3051, 2755]",265.64
1,"[1410, 2270, 2497]",292.5
1,"[842, 365, 751]",387.42
1,"[873, 2911, 1868]",48.37
1,"[2774, 845, 3383]",51.18
1,"[739, 3582, 449]",236.95
1,"[1138, 1346, 2671]",140.1
1,"[2408, 1089, 3411]",70.88
1,"[3983, 285, 2914]",63.61
1,"[2475, 1397, 2259]",150.72
1,"[3823, 609, 4014]",117.64
1,"[1509, 3067, 753]",61.96
1,"[2074, 2170, 1479]",43.76
1,"[2572, 1917, 1272]",318.31
1,"[1294, 1586, 1912]",290.9
1,"[3681, 2706, 2605]",95.35
1,"[107, 2934, 1487]",366.25
1,"[2776, 497, 3099]",105.87
1,"[1841, 1319, 3947]",280.4
1,"[2198, 1404, 2786]",226.61
1,"[680, 3241, 1306]",22.64
1,"[3440, 857, 3736]",84.26
1,"[287, 1285, 2955]",257.29
1,"[1270, 2599, 2655]",197.01
1,"[3674, 3086, 1220]",13.99
1,"[3833, 1303, 1757]",89.68
1,"[2135, 2782, 1497]",92.19
1,"[1939, 3566, 340]",300.48
1,"[3166, 1658, 128]",164.81
1,"[2333, 726, 3484]",52.28
1,"[455, 723, 3762]",85.49
1,"[1218, 3141, 3537]",10.68
1,"[3626, 313, 1756]",179.15
1,"[3400, 4037, 3162]",77.46
1,"[1303, 3870, 1930]",445.65
1,"[1822, 1585, 1635]",80.23
1,"[3872, 1350, 677]",140.49
1,"[2278, 1649, 3138]",70.82
1,"[2083, 796, 835]",267.85
1,"[3427, 1645, 3319]",40.36
1,"[3569, 3072, 1622]",71.47
1,"[1550, 2863, 2899]",45.01
1,"[20, 3033, 3475]",266.96
1,"[1213, 3207, 3446]",106.72
1,"[1315, 1055, 2871]",51.85
1,"[2166, 1799, 282]",167.66
1,"[1267, 2751, 1504]",206.58
1,"[3676, 514, 1559]",116.64
1,"[2707, 924, 1577]",79.87
1,"[2418, 459, 821]",862.69
1,"[2035, 2448, 937]",76.76
1,"[812, 808, 2296]",50.86
1,"[1051, 111, 3187]",85.8
1,"[1574, 2479, 1551]",37.26
1,"[1074, 693, 2441]",39.88
1,"[1835, 2243, 2441]",65.58
1,"[16, 2518, 1030]",142.67
1,"[3611, 3993, 315]",263.96
1,"[2072, 1779, 2947]",16.49
1,"[128, 467, 2099]",498.98
1,"[2729, 3778, 3858]",61.48
1,"[3088, 3559, 2281]",44.77
1,"[3819, 1006, 1412]",27.68
1,"[691, 1353, 58]",232.83
1,"[1978, 1294, 1915]",262.01
1,"[1418, 985, 1878]",214.47
1,"[1351, 2798, 590]",286.02
1,"[2591, 2637, 4013]",129.9
1,"[4018, 3615, 194]",358.43
1,"[320, 505, 3961]",122.15
1,"[1525, 1131, 852]",25.66
1,"[489, 3067, 1184]",25.61
1,"[3002, 943, 517]",128.0
1,"[781, 2570, 2561]",47.39
1,"[3846, 2153, 3210]",105.36
1,"[1265, 3248, 3640]",47.54
1,"[786, 2877, 1084]",69.72
1,"[3563, 1012, 564]",164.43
1,"[3711, 3716, 3402]",43.32
1,"[3564, 3785, 2524]",229.4
1,"[1613, 1052, 2769]",90.61
1,"[173, 1651, 3536]",188.65
1,"[2629, 3362, 2532]",38.83
1,"[417, 51, 3499]",381.31
1,"[1, 926, 2738]",216.04
1,"[1353, 215, 3651]",90.96
1,"[2369, 1484, 2843]",108.19
1,"[3328, 3401, 260]",96.02
1,"[3613, 1439, 2620]",125.95
1,"[954, 3658, 3570]",337.7
1,"[3722, 552, 2331]",202.96
1,"[954, 727, 3370]",7.83
1,"[695, 1521, 473]",73.96
1,"[317, 1146, 1457]",325.51
1,"[650, 3622, 1898]",149.84
1,"[762, 1069, 1086]",66.46
1,"[1756, 3455, 169]",51.53
1,"[2111, 956, 3218]",107.45
1,"[3033, 91, 1147]",425.67
1,"[2514, 3908, 3238]",263.21
1,"[421, 2876, 4025]",99.01
1,"[187, 2570, 890]",50.27
